,gene,scores,log2FoldChange,pvalue,padj,baseMean
503,Gene_1135,-0.19351357,-0.9624987,0.8465567733175716,0.9989941797423008,4782.4333608790685
504,Gene_0574,-0.19386955,-0.04772941,0.8462780244089991,0.9989941797423008,1042.3488518655938
505,Gene_0141,-0.19440351,-0.8090402,0.8458599371253198,0.9989941797423008,590.857841032626
506,Gene_0110,-0.19451305,0.024632283,0.8457741809914677,0.9989941797423008,4277.1117364293395
507,Gene_0370,-0.19451305,-0.03760615,0.8457741809914677,0.9989941797423008,2223.791592337054
508,Gene_0781,-0.19515654,-0.6762895,0.8452704006350077,0.9989941797423008,4242.495828324949
509,Gene_1439,-0.19556728,-0.07245945,0.8449488717698127,0.9989941797423008,4470.796515717304
510,Gene_1660,-0.19563574,-0.18347134,0.8448952861351189,0.9989941797423008,359.1650884144036
511,Gene_1649,-0.19640246,-0.053838138,0.844295176112188,0.9989941797423008,4423.150576781
512,Gene_1156,-0.19674474,-0.21571606,0.8440272990059118,0.9989941797423008,2269.1793240786396
513,Gene_0572,-0.19700487,-0.12666586,0.8438237244679556,0.9989941797423008,2576.6408205709495
514,Gene_0705,-0.19748408,-0.11884714,0.8434487460593771,0.9989941797423008,3151.632929911391
515,Gene_1355,-0.19770314,-0.046842027,0.8432773391716598,0.9989941797423008,4635.593903313929
516,Gene_0743,-0.19915442,-0.48576486,0.8421419564118309,0.9989941797423008,144.62466742733193
517,Gene_0717,-0.20311122,0.03687677,0.839048105192763,0.9989941797423008,2410.3751681731947
518,Gene_0374,-0.20427498,0.013769372,0.8381386198802517,0.9989941797423008,3454.2241100312754
519,Gene_1210,-0.20687634,-0.064868905,0.8361064361726953,0.9989941797423008,3627.3994406062307
520,Gene_0738,-0.20728707,-0.42749515,0.8357856646688522,0.9989941797423008,3478.0355361086845
521,Gene_1798,-0.20754722,-0.3998565,0.8355825235050013,0.9989941797423008,715.4538905702032
522,Gene_0719,-0.21176416,-0.23522277,0.8322910375243857,0.9985495351222384,1532.0081624398222
523,Gene_1403,-0.2123255,-0.03876677,0.831853105529195,0.9985495351222384,1825.6418508142167
524,Gene_0718,-0.21333866,-0.07287637,0.8310628238865161,0.9985495351222384,4031.96417801355
525,Gene_0197,-0.21359879,-0.23812059,0.8308599412606743,0.9985495351222384,1429.8613684520374
526,Gene_1291,-0.21791157,-0.09728801,0.8274980134666101,0.9975865141249067,1092.9895711426557
527,Gene_1811,-0.21862352,-0.24875304,0.8269433306638161,0.99751909609628,4789.367694238576
528,Gene_0788,-0.22062245,-0.34027764,0.8253864143522064,0.9962419002440632,93.87326131167106
529,Gene_1594,-0.22290891,-0.03365159,0.8236064000438603,0.9955265431047926,4989.213235625793
530,Gene_0967,-0.22305952,-0.8121129,0.8234891853342816,0.9955265431047926,3400.2654293441083
531,Gene_1286,-0.2245245,-0.05317739,0.8223492117099187,0.9955265431047926,4150.923032273129
532,Gene_0004,-0.22556503,-0.05018333,0.8215397383927667,0.9952025904212801,1508.3660119136562
533,Gene_0415,-0.22660558,0.062754646,0.8207304550448439,0.9952025904212801,120.86062445194689
534,Lum,-0.22789256,0.035341386,0.8197297633523215,0.994817673971264,3702.4541168795736
535,Gene_0329,-0.22950815,-0.13876197,0.8184739915040479,0.9938967717110478,4179.015755153345
536,Gene_0275,-0.22961767,-0.19273402,0.8183888712455726,0.9938967717110478,3715.3568531699198
537,Gene_1198,-0.23108265,-0.42479083,0.8172505939697844,0.9938967717110478,757.1089221391511
538,Gene_1717,-0.23160292,-0.021370297,0.8168464385555946,0.9938967717110478,3779.468215171997
539,Gene_1898,-0.2328899,-0.16902411,0.8158468951261993,0.9938967717110478,3856.167771432823
540,Gene_1325,-0.23417689,-0.09873542,0.814847651241342,0.9938967717110478,3309.7755525667717
541,Gene_1111,-0.23536804,-0.3168349,0.8139230874102565,0.9938010835290069,3842.273867338152
542,Gene_1358,-0.23664133,-0.020563625,0.8129350471877225,0.9937850874651752,4237.311126404774
543,Gene_1360,-0.23710684,-0.3946343,0.8125739024064456,0.9937850874651752,3087.3403654754193
544,Gene_0068,-0.23776403,-0.16158056,0.8120641188246771,0.9937850874651752,488.59333414991136
545,Gene_0957,-0.23816107,-0.1566813,0.8117561631618209,0.9937850874651752,2463.7576578526937
546,Gene_1562,-0.23953022,-0.4069183,0.810694470699266,0.9937850874651752,434.36420662444505
547,Gene_0323,-0.24042015,-0.15455377,0.8100045571628364,0.9937850874651752,2067.3380036105327
548,Gene_1550,-0.24076244,-0.13601406,0.809739245075644,0.9937850874651752,2065.177121171857
549,Gene_0494,-0.24181667,0.026463276,0.8089222213456393,0.9937850874651752,376.7487284941958
550,Dct,-0.24759442,-0.11470374,0.8044482278417351,0.9920389377524494,1776.6616431489226
551,Gene_1057,-0.24852543,0.020045927,0.8037278946341233,0.9920389377524494,599.4405890170084
552,Gene_0145,-0.24900463,-0.16588998,0.8033571998210756,0.9920389377524494,4050.7642895456497
553,Cdh5,-0.2509351,-0.015508635,0.8018642781047033,0.9911795773852945,4741.05572852413
554,Gene_1765,-0.25500146,-0.037999578,0.798721984985576,0.9903558400317124,407.9665525267961
555,Gene_0339,-0.2555765,-0.080212384,0.7982778820092212,0.9903558400317124,4777.820276093922
556,Gene_1429,-0.25695932,-0.19234732,0.7972101875287192,0.9897084885521032,2636.7541667168884
557,Gene_1379,-0.2620388,-0.20224683,0.7932915305498819,0.9879097516187819,1532.8501058716759
558,Gene_0940,-0.26292872,-0.03249065,0.792605507339918,0.9876704141307389,430.46727261700937
559,Gene_1581,-0.26368177,-0.09073283,0.7920251515060392,0.9875625330499241,2528.090126948568
560,Gene_0313,-0.2640925,-0.1097185,0.7917086423241151,0.9875625330499241,3982.851945229206
561,Gene_0978,-0.26485923,-0.10332344,0.7911179170774028,0.9875625330499241,3550.078062470156
562,Gene_1122,-0.26507828,-0.04386789,0.7909491604525237,0.9875625330499241,298.6187567466701
563,Gene_0990,-0.26684445,-0.2458766,0.7895889188063137,0.9875625330499241,410.86408507112236
564,Gene_0186,-0.26725522,-0.41844475,0.7892726752532784,0.9875625330499241,2044.2227490315536
565,Gene_0166,-0.2674058,-0.08237903,0.7891567279787361,0.9875625330499241,1511.6879455373191
566,Gene_0530,-0.27033576,-0.08183097,0.7869019585001206,0.9871995920696057,1200.3023991274367
567,Gene_0222,-0.2711025,-0.0046118624,0.7863122193421661,0.9871995920696057,1440.9722695981322
568,Gene_0834,-0.27262223,0.06207797,0.7851436346497068,0.9863613500624457,4027.2395793195788
569,Gene_0956,-0.27448425,-0.08119222,0.7837125153356376,0.98518229457654,4649.6788654776765
570,Gene_1587,-0.2750045,-0.10133048,0.7833127742707564,0.98518229457654,2055.258337911454
571,Gene_0079,-0.27619565,-1.0555837,0.782397793136353,0.9847675181074299,4535.24946055586
572,Gene_0869,-0.27682546,-0.29216033,0.7819141315682542,0.9847675181074299,1641.4037211770158
573,Gene_0446,-0.27683914,-0.025976453,0.7819036181221077,0.9847675181074299,2408.3630824017687
574,Gene_0709,-0.27922145,-0.100984864,0.7800748867914788,0.9847675181074299,1168.8435391891985
575,Gene_0615,-0.28089178,-0.058057908,0.7787933975267546,0.9847675181074299,3220.3564087704276
576,Gene_1708,-0.28450632,0.013350623,0.7760224009435304,0.9835518389651842,4895.956520115304
577,Gene_0414,-0.28456107,-0.12003666,0.7759804379662488,0.9835518389651842,3037.290825414724
578,Gene_1332,-0.28473905,-0.09175819,0.7758440628070276,0.9835518389651842,1821.179716362067
579,Gene_0832,-0.28572485,0.05371172,0.7750888794814811,0.9835518389651842,3256.6963576531152
580,Gene_0637,-0.28887385,-0.5211522,0.772677916415391,0.9818016727006238,658.4573584036684
581,Gene_1396,-0.28936675,-0.06809161,0.772300746140568,0.9818016727006238,4448.862447313723
582,Gene_0588,-0.29132462,-0.27140835,0.770803074014294,0.9806654885678041,2540.26555636019
583,Gene_1151,-0.2924336,-0.07093494,0.7699551207777459,0.9802102110474168,2274.281223096228
584,Gene_1165,-0.29298127,-0.0639407,0.7695364797951263,0.9802102110474168,2950.03070284492
585,Gene_1288,-0.29361105,-0.021628711,0.7690551257068605,0.9802102110474168,3142.680120807542
586,Gene_0691,-0.2952951,-0.15561636,0.7677684643765237,0.9799214605954355,405.2902408212395
587,Gene_1060,-0.29533616,-0.020225326,0.7677370903705922,0.9799214605954355,3428.9552450558417
588,Gene_0034,-0.2962535,-0.2335952,0.7670365034911375,0.9799214605954355,1247.5618175618715
589,Gene_1734,-0.29626718,-0.49413392,0.7670260484110507,0.9799214605954355,3584.0655309076196
590,Gene_0991,-0.29691067,-0.014894862,0.766534707515062,0.9799214605954355,4121.547232201774
591,Gene_1788,-0.29758155,-0.14693353,0.7660225584417913,0.9799214605954355,4029.5946123849753
592,Gene_0496,-0.2981566,-0.052793194,0.765583654884947,0.9799214605954355,2784.8797886690513
593,Gene_0897,-0.29981324,-0.47029907,0.7643196157466636,0.9799214605954355,2624.840966938218
594,Gene_0619,-0.3004704,-0.04301489,0.7638183524423795,0.9799214605954355,757.236008630088
595,Gene_1446,-0.30081272,-0.40847453,0.7635573169901699,0.9799214605954355,3887.9634444955213
596,Gene_0972,-0.3013193,0.03924146,0.7631710338513382,0.9799214605954355,1393.476433211236
597,Gene_0305,-0.30211338,-1.8365493,0.7625656276147729,0.9799214605954355,2508.6423429488354
598,Gene_1651,-0.3028664,0.013168846,0.7619916696394696,0.9799214605954355,1457.1567599912078
599,Gene_0926,-0.3038385,-0.30554578,0.7612509356508217,0.9799214605954355,712.4503968484811
600,Gene_0724,-0.30522132,-0.1131218,0.7601975925435132,0.9799214605954355,3166.310599614096
601,Gene_1380,-0.3066863,-0.1516892,0.75908215951852,0.9799214605954355,318.94357237337397
602,Gene_0343,-0.31042403,-0.3176275,0.7562385166533889,0.9776839258608778,3755.7939089246897
603,Gene_0424,-0.3104651,-0.68409884,0.7562072860823155,0.9776839258608778,1622.0546365425275
604,Gene_1119,-0.31078002,-0.37476104,0.7559678649384048,0.9776839258608778,50.66673037220234
605,Gene_0111,-0.31353197,-0.53653127,0.753876531758783,0.9776691773825451,2580.0892392242877
606,Gene_0104,-0.31503803,-0.14093219,0.7527327837955119,0.9776691773825451,281.9169472116355
607,Gene_1179,-0.316503,-0.12161137,0.7516207494820749,0.9776691773825451,1417.0393112134523
608,Gene_1479,-0.31795427,-0.11737331,0.7505196162981382,0.9772390837215341,3549.533612905795
609,Gene_1044,-0.31851563,-0.03574018,0.7500938424223318,0.9772390837215341,360.31362702823606
610,Gene_1834,-0.3260048,-0.35432848,0.7444207254765518,0.9741689052395629,4204.725537162211
611,Gene_1013,-0.3282091,-0.084310696,0.7427535639225156,0.9728271957072896,68.90861715998639
612,Gene_1369,-0.32829127,-0.035853077,0.7426914569373849,0.9728271957072896,1271.778152549416
613,Gene_0361,-0.3291675,-0.053593855,0.7420290867209106,0.9728271957072896,3717.4750779527535
614,Gene_0368,-0.33039972,-1.113519,0.7410979518954492,0.9725694906764426,1615.5372411600686
615,Gene_0192,-0.33118013,-0.13473448,0.7405084291263597,0.9724339187476819,554.367320926767
616,Gene_1370,-0.33163193,-0.028783776,0.7401671960817167,0.9724339187476819,1833.157898062118
617,Gene_1214,-0.33349398,-0.25817353,0.7387614425165192,0.9714154405213928,1388.4467676034014
618,Gene_0283,-0.3344113,-0.06639006,0.7380692227442411,0.9711437141371594,4221.423915694747
619,Gene_0179,-0.33478096,-0.11636499,0.7377903284979286,0.9711437141371594,1601.0721920464584
620,Gene_0827,-0.33491787,-0.23606561,0.7376870430892853,0.9711437141371594,3955.215735291236
621,Gene_0697,-0.3369442,-0.22876689,0.7361589737009979,0.9705457794344073,4464.767116813137
622,Gene_0290,-0.33760136,-0.34173402,0.7356636073378486,0.9705324635063967,2197.396226903821
623,Gene_1207,-0.3380532,-0.17070305,0.7353231066982706,0.9705324635063967,4554.218562079241
624,Gene_0002,-0.33905265,-0.7105243,0.7345700628560796,0.9705324635063967,1917.7243671178046
625,Gene_1021,-0.3394497,-0.0061962265,0.734270979227676,0.9705324635063967,4822.188161626035
626,Gene_0692,-0.3401069,0.023040857,0.7337760328470466,0.9705324635063967,491.983146401586
627,Gene_0019,-0.34017536,-0.105134316,0.7337244822904541,0.9705324635063967,3450.7453691910514
628,Gene_0693,-0.34269455,-0.05839692,0.731828258523231,0.9705324635063967,2494.379500261797
629,Gene_1496,-0.34362558,-0.15329197,0.7311278937213421,0.9705324635063967,1968.861587005453
630,Gene_1787,-0.34455657,-0.1566989,0.7304277529439718,0.9705324635063967,3181.9237998055746
631,Gene_0909,-0.34651443,-0.12298739,0.7289561313744598,0.9705324635063967,3534.0926035899392
632,Gene_0854,-0.34730855,-0.034012247,0.7283595341133791,0.9705324635063967,71.59818476902998
633,Cd68,-0.34806156,0.07752688,0.727793947299008,0.9705324635063967,876.4177892986337
634,Gene_1112,-0.35048494,-0.06962809,0.7259747935453416,0.9705324635063967,3579.5779506398776
635,Gene_1312,-0.3519773,-0.34580407,0.7248552915273291,0.9705324635063967,3348.607797212122
636,Ly6g,-0.35216898,-0.1535846,0.7247115448351407,0.9705324635063967,4831.935150386952
637,Gene_1250,-0.35266185,-0.08445122,0.7243419550497883,0.9705324635063967,3817.137061741376
638,Gene_0126,-0.35442805,-0.19656482,0.7230181197148788,0.9705324635063967,4756.324903270123
639,Gene_0250,-0.35557812,-0.4156353,0.7221565325385594,0.9705324635063967,3527.5754825972945
640,Emcn,-0.35585195,-0.11680133,0.7219514446187507,0.9705324635063967,1525.3584327652436
641,Gene_1685,-0.35648176,-0.2525165,0.7214798182614428,0.9705324635063967,571.5563651417395
642,Gene_0536,-0.35664603,-0.0149685955,0.72135680270428,0.9705324635063967,3920.028123557431
643,Gene_0885,-0.35674188,-0.059899468,0.7212850469577583,0.9705324635063967,3238.538646305784
644,Gene_0464,-0.3579604,0.002115228,0.7203729379768636,0.9705324635063967,288.52076134681636
645,Gene_1182,-0.3594254,-0.24263063,0.7192768841884309,0.9705324635063967,1832.2498062098427
646,Gene_0352,-0.3597129,0.0003532387,0.719061838494772,0.9705324635063967,4786.159086647216
647,Gene_1222,-0.3597266,-0.04425712,0.719051598778256,0.9705324635063967,2526.985671265496
648,Gene_0054,-0.36138326,-0.23308468,0.7178129658111674,0.9705324635063967,2192.009223297538
649,Gene_1572,-0.36180767,-0.11351569,0.7174957492679765,0.9705324635063967,2315.613045538505
650,Gene_0391,-0.36214995,-0.1294852,0.7172399649526945,0.9705324635063967,1083.9694838255605
651,Gene_1164,-0.36713362,-0.40913165,0.7135193500243879,0.9681402306979484,1875.1004957807363
652,Gene_1394,-0.367339,-0.046189066,0.713366173343359,0.9681402306979484,1880.5756171365242
653,Gene_0006,-0.36776343,-0.01883793,0.7130496448262971,0.9681402306979484,309.1573499279884
654,Gene_0308,-0.3679688,-0.09356139,0.7128965035992019,0.9681402306979484,3849.4597611636955
655,Gene_0347,-0.37093982,-0.36220428,0.7106823579870438,0.9681402306979484,2111.696937924201
656,Gene_1593,-0.3714464,-0.13941827,0.710305073757513,0.9681402306979484,4119.790439741295
657,Gene_1471,-0.37180236,-0.57498825,0.710039997571874,0.9681402306979484,4259.222605543482
658,Gene_0133,-0.37198037,-0.2501326,0.7099074726326771,0.9681402306979484,1099.3705707583574
659,Gene_1387,-0.3733495,-0.22841932,0.7088883436219235,0.9681402306979484,3303.8997367421366
660,Gene_0729,-0.37377393,-0.18940303,0.7085725193024819,0.9681402306979484,2387.7949306067594
661,Gene_0624,-0.37388346,0.00823972,0.7084910243829381,0.9681402306979484,4406.775852711351
662,Gene_0051,-0.37418467,-0.592833,0.7082669305646345,0.9681402306979484,1117.916361923448
663,Gene_1771,-0.3744311,-0.17969598,0.708083599861419,0.9681402306979484,3405.175341534719
664,Gene_1701,-0.37831944,-0.39246738,0.7051932940111894,0.9681402306979484,3058.373005150977
665,Gene_0824,-0.3810988,-0.09041939,0.7031299375657164,0.9681402306979484,1511.7423139805724
666,Gene_0123,-0.38226256,-0.08920062,0.7022666186014803,0.9681402306979484,726.1744730733044
667,Gene_1464,-0.382331,-0.21786623,0.7022158470809083,0.9681402306979484,3275.616814362519
668,Gene_1691,-0.38610983,-1.4887503,0.6994153260107603,0.9680488941325401,3706.057417755037
669,Gene_1129,-0.3862878,0.00648675,0.6992835178320369,0.9680488941325401,1612.3553516285824
670,Gene_0636,-0.3867807,-0.47067535,0.6989185578732462,0.9680488941325401,3241.9213899104534
671,Gene_1073,-0.38942313,-0.03927228,0.6969631550976418,0.9679089294891674,2005.8979926769412
672,Gene_1002,-0.39003927,0.003735822,0.6965075208684695,0.9679089294891674,3580.374072248958
673,Gene_1167,-0.39038154,-0.17975423,0.6962544380375628,0.9679089294891674,1036.1156107255629
674,Gene_0532,-0.39072382,-0.09089947,0.6960013890216489,0.9679089294891674,4456.564263049063
675,Gene_1671,-0.39264062,-0.35796142,0.694584940609228,0.9678251964566027,1472.6775025046197
676,Gene_0546,-0.39316088,-0.28015855,0.6942006597314887,0.9678251964566027,1870.5406393929568
677,Gene_1854,-0.39377698,-0.052149344,0.6937456919257974,0.9678251964566027,337.55516279773144
678,Gene_0768,-0.39448893,-0.11440725,0.693220088813705,0.9678251964566027,601.9854509903181
679,Gene_1455,-0.3957075,-0.27624702,0.692320841490325,0.967604250859993,2603.5164184260243
680,Gene_1223,-0.39633727,-0.12385119,0.6918562318324579,0.967604250859993,1374.5837498034589
681,Gene_0331,-0.39814454,-0.40814623,0.6905236484562833,0.9671199558211252,4185.627117423862
682,Gene_1147,-0.3986374,-0.30445966,0.6901603828263096,0.9671199558211252,122.73227384202153
683,Gene_0939,-0.39887017,-0.25352156,0.6899888655271051,0.9671199558211252,1926.5155409260842
684,Gene_0169,-0.39989704,-0.10483893,0.6892323617458165,0.9671199558211252,1719.8604565070088
685,Gene_0048,-0.40052682,-0.2090373,0.6887685263799153,0.9671199558211252,145.67177304212512
686,Gene_1780,-0.40095127,-0.10325085,0.6884560076533142,0.9671199558211252,665.6235750525256
687,Gene_0304,-0.40107447,-0.24751274,0.6883652863686679,0.9671199558211252,2097.5312408472446
688,Gene_0929,-0.40415505,-0.20709945,0.6860987143759766,0.9657270261367282,2489.6796930148607
689,Gene_0299,-0.4060992,-0.04482342,0.6846697060301141,0.9650031092742976,2051.2342489116018
690,Gene_0676,-0.4061266,-0.10423514,0.6846495871954997,0.9650031092742976,2678.1415081398645
691,Gene_0787,-0.40755048,-0.074339524,0.6836037164003599,0.9648605736067183,2995.9017907831235
692,Gene_1583,-0.40816662,0.026791653,0.6831513641169886,0.9648605736067183,99.12291458278636
693,Gene_1253,-0.40837198,-0.38842088,0.6830006052913292,0.9648605736067183,2347.2710392948443
694,Gene_1045,-0.40980956,-0.105657965,0.6819456478187205,0.9645624438737207,4819.321242393562
695,Gene_0509,-0.41064474,-0.07857628,0.6813330529812387,0.964377994311732,2619.209786641266
696,Gene_1672,-0.41156206,-0.18306364,0.6806604449947077,0.964108279029331,3403.834223921818
697,Gene_1076,-0.41193172,0.036700863,0.680389465759543,0.964108279029331,1593.726096688572
698,Gene_1158,-0.4122877,-0.5125198,0.6801285617888807,0.964108279029331,3881.2573218561747
699,Gene_0524,-0.4124657,0.003958834,0.6799981241600402,0.964108279029331,3875.9613352867696
700,Gene_0306,-0.41350624,-0.14955935,0.6792357574499779,0.964108279029331,2630.4154358879878
701,Gene_0913,-0.41580638,-0.07850615,0.6775516904896934,0.9631154093670127,4881.268425232107
702,Gene_1528,-0.4164362,-0.11261626,0.6770908573573757,0.9631154093670127,671.4735630751342
703,Gene_1424,-0.41848987,-0.025280973,0.6755889809512341,0.9616924995747105,133.8909412034259
704,Gene_0643,-0.41859943,-0.039206345,0.6755089170713152,0.9616924995747105,3862.283148197625
705,Gene_1433,-0.4188048,-0.09239724,0.6753588071910641,0.9616924995747105,4045.419909956169
706,Gene_0685,-0.41898277,-0.13728409,0.6752287224044083,0.9616924995747105,645.0257841468524
707,Gene_0093,-0.41924292,-0.19676985,0.6750386159358931,0.9616924995747105,1364.6350231451001
708,Gene_1637,-0.42025608,-0.08301149,0.6742983989799157,0.9616924995747105,136.88419866481308
709,Gene_0674,-0.42128292,-0.2293023,0.6735485006184616,0.9616924995747105,1501.8776233637952
710,Gene_1399,-0.42184427,-0.08369986,0.673138693252524,0.9616924995747105,3877.052275897424
711,Gene_0734,-0.42477423,-0.47297287,0.6710012760795545,0.9616924995747105,2613.904612177266
712,Gene_1153,-0.42617074,0.0036846565,0.6699834417739101,0.9615107496591963,1773.073186183026
713,Gene_0503,-0.42836136,-0.09721744,0.6683880595865604,0.9608718787332376,1890.109509786335
714,Gene_1067,-0.4291007,-0.16272727,0.6678499555211602,0.9608718787332376,56.700447291567365
715,Gene_1495,-0.42949772,-0.04965696,0.6675610441388056,0.9608718787332376,1534.0126114479176
716,Gene_0648,-0.4307984,-0.28635487,0.6666149555235512,0.9608718787332376,3249.970771107756
717,Gene_0739,-0.43088055,0.018842554,0.6665552203377305,0.9608718787332376,4872.262496890968
718,Gene_1139,-0.43118176,-0.24779092,0.6663362094149963,0.9608718787332376,4242.951093570303
719,Gene_0388,-0.4320854,-0.36305854,0.6656793473661691,0.9608718787332376,166.7950749953692
720,Gene_1423,-0.43245506,-0.473852,0.6654107049544362,0.9608718787332376,4497.8749931404545
721,Gene_1340,-0.43290687,-0.34424007,0.6650824225494509,0.9608718787332376,3926.8321458281985
722,Gene_0116,-0.433167,-0.20684014,0.6648934405888336,0.9608718787332376,3912.861811676353
723,Gene_0207,-0.43582314,-0.008070716,0.6629650558262098,0.9608718787332376,2317.079007067679
724,Gene_1023,-0.43675414,-0.07107076,0.6622896546349628,0.9608718787332376,2020.126200124789
725,Gene_1552,-0.4379453,-0.21934523,0.6614259388461105,0.9608718787332376,1549.4328577243034
726,Gene_0212,-0.43898582,-0.0028938206,0.6606717970849826,0.9608718787332376,375.1895518241106
727,Gene_0267,-0.4409574,-0.009818955,0.6592438419234281,0.9602969292402449,1179.7650492938105
728,Gene_0269,-0.44214854,-0.33514872,0.6583817200501031,0.9602600657980085,1270.6879931412218
729,Gene_1551,-0.44294265,-0.16591026,0.6578072242566956,0.9602600657980085,2446.181495065498
730,Gene_1490,-0.44432548,-0.19158868,0.6568072915815709,0.9595431578985696,3749.849812653635
731,Gene_0774,-0.4445856,-0.5496458,0.6566192540269569,0.9595431578985696,2395.358650569836
732,Gene_0416,-0.44594106,0.032360014,0.6556398314797902,0.9592389633939872,336.330024763445
733,Gene_1134,-0.44598213,-0.09966327,0.6556101612402616,0.9592389633939872,4791.059514891609
734,Gene_0242,-0.4483918,-0.040376656,0.6538704597871587,0.9584572967244613,4716.485379515856
735,Gene_0268,-0.4490353,-0.32878417,0.6534061979251757,0.9584572967244613,3936.6882385846216
736,Gene_1486,-0.4493365,-0.05305311,0.6531889299389828,0.9584572967244613,4957.073112742892
737,Gene_0324,-0.451089,-0.07183886,0.6519254090135559,0.9580094180948654,2745.1875473613013
738,Gene_1226,-0.4523623,-0.22033852,0.6510080081744094,0.9580094180948654,4815.70333375337
739,Gene_1679,-0.45254028,-0.21483003,0.6508798114030643,0.9580094180948654,424.24495105291635
740,Gene_1029,-0.45310163,-0.12740831,0.650475566158377,0.9580094180948654,1860.119703893788
741,Gene_0542,-0.45573035,-0.06884055,0.6485838848730082,0.9566133995177112,1165.637276633491
742,Gene_1543,-0.45588097,-0.20357464,0.6484755757969602,0.9566133995177112,1019.3737664646367
743,Pecam1,-0.45616847,-0.23066668,0.6482688245749206,0.9566133995177112,746.9745970187466
744,Gene_0288,-0.45646968,-0.28020644,0.6480522571394136,0.9566133995177112,3130.9475257516833
745,Gene_0307,-0.4574281,-0.044155605,0.6473633770972154,0.9566133995177112,3917.54318594916
746,Gene_0860,-0.46056342,-0.037413195,0.6451118674688047,0.9556539161050459,2912.5770771307853
747,Gene_1322,-0.46150813,-0.104900114,0.6444341011447248,0.9554249090359151,777.4654124616379
748,Gene_1068,-0.4628225,-0.18745668,0.6434916134731876,0.9547353315625928,4065.062661170681
749,Gene_1263,-0.46316478,-0.2806251,0.6432462679887408,0.9547353315625928,3197.975800460456
750,Gene_1436,-0.46323323,0.02287843,0.6431972035582253,0.9547353315625928,1971.4202453286277
751,Gene_1478,-0.46717635,-0.11961014,0.6403737239279226,0.9529370891784562,3386.9449629035116
752,Gene_0045,-0.4677103,-0.088601254,0.6399917764541843,0.9529370891784562,1336.5296472520226
753,Gene_0671,-0.46835378,-0.055882964,0.639531607516961,0.9529370891784562,1758.701432046342
754,Gene_0895,-0.4703938,-0.1556113,0.6380736914027729,0.9516386150675211,4591.554923503351
755,Gene_0040,-0.47046226,-0.018357074,0.6380247922665581,0.9516386150675211,1487.997303073531
756,Gene_1388,-0.47111943,-0.1107994,0.6375554407125708,0.9516386150675211,2376.441927381786
757,Gene_0134,-0.47127005,-0.03739596,0.6374479014393342,0.9516386150675211,4456.1986301102725
758,Gene_0316,-0.47129744,-0.027831314,0.6374283496641535,0.9516386150675211,3553.220683824261
759,Gene_0925,-0.47566497,-0.055678744,0.6343130789083736,0.9502817661548669,357.9059695152786
760,Gene_1485,-0.47614416,-0.29492342,0.6339716708004428,0.9502817661548669,779.1500691809032
761,Gene_0891,-0.4768561,-0.05202312,0.6334645797401093,0.9502817661548669,88.81587432098826
762,Gene_0892,-0.4773764,-0.045086753,0.6330941220373267,0.9502817661548669,3173.062861634359
763,Gene_1548,-0.47886875,-0.15507707,0.6320320040444686,0.9497099985641902,2265.9834557815707
764,Gene_1777,-0.48186716,0.013468217,0.62990031943532,0.9472185254666465,714.6605119662639
765,Gene_0246,-0.48266125,-0.6955008,0.6293362785760372,0.947082435780342,4791.773899231013
766,Gene_1893,-0.4870425,-0.21067736,0.6262282223517137,0.9445372886149528,2671.8156335308186
767,Gene_1303,-0.48808303,-0.16217223,0.6254910308706585,0.9441374050877864,1247.3718058588015
768,Gene_1736,-0.48846638,-0.13742618,0.6252195283304245,0.9441374050877864,2527.9876772158023
769,Gene_0980,-0.49027365,-0.13660307,0.6239402730210559,0.9439338472330648,3414.1206470387838
770,Gene_0882,-0.4908487,-0.08639444,0.6235334746884293,0.9439338472330648,427.3841289691442
771,Gene_0555,-0.49141002,-0.046021845,0.6231364727670561,0.9439338472330648,1409.7838844870653
772,Gene_0684,-0.4927655,-0.09330124,0.6221783099671913,0.943409112914619,4044.4791798757683
773,Gene_1342,-0.49283394,-0.13221195,0.6221299348668565,0.943409112914619,2325.341108493173
774,Gene_0312,-0.49664012,-0.15123971,0.6194428521815638,0.9406877026295578,2755.55685305986
775,Gene_1621,-0.4972836,0.003120277,0.6189890619150239,0.9406877026295578,2192.4392109368728
776,Gene_0385,-0.4982831,-0.33843982,0.6182845266673865,0.9403566945511582,267.3047160828753
777,Gene_1188,-0.4998576,-0.19213717,0.6171753541524786,0.939384100688704,870.4614101097718
778,Gene_1159,-0.501213,-0.15099524,0.6162212001585019,0.9386461540875887,2255.43111177236
779,Gene_0032,-0.5016785,-0.1044229,0.6158936603293435,0.9386461540875887,1085.4680537692427
780,Gene_1576,-0.50241786,-0.52049094,0.6153736072339342,0.9386461540875887,297.3961918654097
781,Gene_0482,-0.50834626,-0.2058358,0.6112105532562304,0.9352877632076977,4226.065837056528
782,Gene_0731,-0.5094826,-0.03398568,0.6104139819030359,0.9347840457933168,4906.903019362373
783,Gene_0171,-0.5113994,-0.41857582,0.6090714126858621,0.9334427780626239,3976.05722628386
784,Gene_1506,-0.5117554,-0.061279435,0.6088222231222697,0.9334427780626239,4276.235362438102
785,Gene_1626,-0.5124947,-0.17682524,0.6083048206310567,0.9334427780626239,1247.7867950693746
786,Gene_0567,-0.51286435,-0.13055305,0.6080461928757476,0.9334427780626239,4805.103528790339
