,gene,scores,log2FoldChange,pvalue,padj,baseMean
497,Gene_0895,-0.092676766,-0.022833731,0.9261603556636906,0.999497490564906,434.7864529766749
498,Gene_1407,-0.09289583,-0.05302926,0.9259863205368022,0.999497490564906,4873.254297947524
499,Gene_0734,-0.093265496,-0.11407415,0.9256926442952524,0.999497490564906,4931.743185174034
500,Gene_0435,-0.09541503,-0.121988885,0.923985173209894,0.999497490564906,3505.9004843977386
501,Gene_0957,-0.095524564,-0.06435143,0.923898177623581,0.999497490564906,2703.677013403396
502,Gene_1866,-0.09590793,-0.10583386,0.9235937002462541,0.999497490564906,1582.1617006173224
503,Gene_0618,-0.096702024,-0.009284776,0.9229630327690473,0.999497490564906,4078.2853475493957
504,Gene_0667,-0.097235985,0.0020113448,0.9225389904640966,0.999497490564906,3439.4193041417025
505,Gene_0246,-0.09897479,-0.13703455,0.9211582879540466,0.999497490564906,854.953849757212
506,Gene_1172,-0.101370774,0.022643503,0.9192561352427495,0.999497490564906,4559.08956324452
507,Gene_0926,-0.10154876,-0.11251268,0.9191148507693786,0.999497490564906,4121.559352469687
508,Gene_0450,-0.10161722,-0.19031337,0.9190605112670266,0.999497490564906,4751.509570795024
509,Gene_1114,-0.101959504,-0.04245333,0.9187888194303857,0.999497490564906,3642.311566522382
510,Gene_1380,-0.104629315,-0.05281248,0.9166699509640871,0.999497490564906,3086.4052198821596
511,Gene_0868,-0.107750945,-0.16892077,0.9141932563302678,0.999497490564906,2120.303029638563
512,Gene_1717,-0.10995525,0.012523495,0.91244486264367,0.999497490564906,4667.005992602366
513,Gene_1004,-0.11025646,-0.029888514,0.9122059844229483,0.999497490564906,4337.016253027022
514,Gene_0860,-0.110817805,0.05337344,0.9117608234693437,0.999497490564906,273.8324170256376
515,Gene_0099,-0.111091636,-0.060434,0.9115436818246722,0.999497490564906,180.51652376139742
516,Gene_0430,-0.111324385,-0.47506666,0.9113591166195064,0.999497490564906,1913.4936660463454
517,Gene_1841,-0.11215956,-0.5458736,0.9106968926728516,0.999497490564906,4062.2389873700727
518,Gene_1605,-0.11221433,-0.49346453,0.9106534703139051,0.999497490564906,4937.016840108975
519,Gene_0532,-0.11440494,-0.0075550233,0.9089167961433656,0.999497490564906,794.5636109624645
520,Gene_0491,-0.115199044,-0.032148015,0.9082873587955409,0.999497490564906,2990.947040993069
521,Gene_1286,-0.11534964,-0.011040903,0.9081679892303675,0.999497490564906,1935.4097403235564
522,Gene_0553,-0.11563716,-0.0038982725,0.9079401076392837,0.999497490564906,4851.076269182286
523,Gene_0276,-0.11625327,-0.045523886,0.9074518154804422,0.999497490564906,4218.488669521758
524,Gene_1643,-0.118183754,0.000915771,0.9059220606917325,0.999497490564906,4199.727088320133
525,Gene_1068,-0.11932014,-0.056596097,0.9050217295526448,0.999497490564906,2370.031140985103
526,Gene_0396,-0.12103156,0.038240068,0.9036660398824417,0.999497490564906,2103.3565365714426
527,Gene_1887,-0.1211137,-0.25128084,0.9036009738092907,0.999497490564906,1403.365006056996
528,Gene_0976,-0.12201733,0.042080995,0.9028852898253159,0.999497490564906,329.05870842208924
529,Gene_0306,-0.1253991,-0.035665985,0.9002076016190077,0.999497490564906,4330.375762462513
530,Gene_0090,-0.12760341,-0.046174698,0.8984628352006583,0.999497490564906,4073.859995193884
531,Gene_0648,-0.1282469,-0.08690819,0.8979535856116753,0.999497490564906,4998.602482766347
532,Gene_1701,-0.12863025,-0.14963406,0.8976502228400188,0.999497490564906,4983.352343515831
533,Gene_1512,-0.1288904,-0.06949954,0.8974443780473168,0.999497490564906,2799.386942733006
534,Gene_0274,-0.12910946,-0.022781322,0.8972710404165121,0.999497490564906,3856.487705143527
535,Gene_1067,-0.13280612,-0.04209311,0.8943467138076865,0.999497490564906,4726.590362918018
536,Gene_1856,-0.13718735,0.05066451,0.8908827069936972,0.999497490564906,4255.754583853187
537,Gene_0028,-0.13735165,-0.037511498,0.8907528468210772,0.999497490564906,1274.3731036288284
538,Gene_0695,-0.13735165,-0.11095101,0.8907528468210772,0.999497490564906,2280.193469784963
539,Gene_1316,-0.13847435,-0.05820481,0.8898655475837182,0.999497490564906,689.3391049999002
540,Gene_1868,-0.13848802,-0.058628514,0.8898547277103893,0.999497490564906,4772.552584930676
541,Gene_1691,-0.13992563,-0.4365199,0.888718755562881,0.999497490564906,3050.5644405318562
542,Gene_0020,-0.14054173,-0.009181755,0.8882319801668671,0.999497490564906,1181.7818872421406
543,Gene_0162,-0.14144537,-0.402946,0.8875181192108629,0.999497490564906,3374.9183878089907
544,Gene_0996,-0.14147274,-0.10076072,0.8874964884820477,0.999497490564906,3109.7347902665842
545,Gene_0268,-0.14280081,-0.09487075,0.8864474990222866,0.999497490564906,1822.9054542625604
546,Gene_0077,-0.14490928,-0.30778793,0.8847825024060281,0.999497490564906,612.1100813881636
547,Gene_0567,-0.14522418,-0.01187736,0.8845338775594822,0.999497490564906,3374.287318184358
548,Gene_1094,-0.14620996,-0.24136567,0.8837556473080365,0.999497490564906,2625.5231194737767
549,Gene_1273,-0.14640163,-0.11245714,0.8836043377606593,0.999497490564906,3872.976039091415
550,Gene_1565,-0.14727788,-0.2358426,0.8829126911266937,0.999497490564906,2624.809330504367
551,Gene_1469,-0.147716,-0.02609324,0.8825669012469067,0.999497490564906,4268.298426576774
552,Gene_1164,-0.147716,-0.17558782,0.8825669012469067,0.999497490564906,2781.9388519337035
553,Gene_1478,-0.14879762,-0.008986456,0.8817133284341886,0.999497490564906,2826.642959100162
554,Gene_0151,-0.1492905,-0.16668887,0.8813244040468773,0.999497490564906,4389.435333158808
555,Gene_1660,-0.15085132,-0.1110198,0.8800929993891636,0.999497490564906,2047.2401877513653
556,Gene_0385,-0.15193294,-0.10510937,0.8792398274460473,0.999497490564906,713.3753808306716
557,Gene_0939,-0.15354852,-0.078872405,0.877965730742572,0.999497490564906,192.47424775102792
558,Gene_1768,-0.15365805,-0.08641122,0.8778793627075548,0.999497490564906,3787.929415584414
559,Gene_1869,-0.15550639,-0.25286564,0.8764221221543342,0.999497490564906,3120.53227919965
560,Gene_1207,-0.15638264,-0.06614707,0.8757314282205912,0.999497490564906,3535.1948520911565
561,Gene_1709,-0.15668383,-0.082652345,0.8754940240123028,0.999497490564906,1104.172599469108
562,Gene_1079,-0.15903875,0.026404282,0.8736383426054224,0.999497490564906,725.0388041545103
563,Gene_1037,-0.15920305,0.03093187,0.8735089022752694,0.999497490564906,121.99609505601555
564,Gene_1765,-0.1596001,-0.0036898884,0.8731961021282946,0.999497490564906,1785.408416092655
565,Gene_0145,-0.1597507,-0.09711129,0.8730774589791855,0.999497490564906,2970.092549930434
566,Gene_1482,-0.15998346,-0.06712279,0.8728941070005425,0.999497490564906,1991.608023243675
567,Gene_0261,-0.16009298,0.0016307386,0.8728078260782656,0.999497490564906,2215.5008640174588
568,Gene_0717,-0.16090077,0.051180508,0.8721715510662738,0.999497490564906,4525.585537744055
569,Gene_0185,-0.1633926,-0.0031259607,0.870209327176901,0.999497490564906,1773.8645617653367
570,Gene_0334,-0.16567905,-0.06942775,0.8684095274651165,0.999497490564906,2594.2479713410635
571,Gene_1330,-0.16567905,-0.07485739,0.8684095274651165,0.999497490564906,3929.0824130686583
572,Gene_0824,-0.16728094,-0.006962082,0.8671489954803766,0.999497490564906,2012.8867724902873
573,Gene_1243,-0.1673494,-0.40885988,0.8670951340947192,0.999497490564906,3129.3291661279736
574,Gene_1636,-0.1675,-0.5765476,0.8669766412186104,0.999497490564906,4318.700358296389
575,Gene_0647,-0.16822565,-0.13337448,0.8664057629407789,0.999497490564906,4750.127087105328
576,Gene_0098,-0.17129251,-0.40055168,0.8639937674602421,0.999497490564906,778.0137305987378
577,Gene_0722,-0.17160742,-0.38926524,0.8637461785495418,0.999497490564906,4636.608744549398
578,Gene_1571,-0.17249735,-0.054795504,0.8630465431704327,0.999497490564906,2485.975650743714
579,Gene_1731,-0.17251104,-0.0836894,0.8630357803866556,0.999497490564906,1328.3097220798438
580,Gene_0709,-0.17307238,-0.05570019,0.8625945281614811,0.999497490564906,2322.7219933793936
581,Gene_0557,-0.17312716,-0.11688179,0.8625514814568149,0.999497490564906,4901.161247663112
582,Gene_1718,-0.17468797,-0.052808095,0.8613248224282692,0.999497490564906,2488.4595652647045
583,Gene_1733,-0.17477012,-0.14957316,0.8612602706648521,0.999497490564906,1677.3204709231657
584,Gene_1159,-0.1770018,-0.028103756,0.8595069704120474,0.999497490564906,3185.3342288677927
585,Gene_1057,-0.17759053,0.041636575,0.8590445584339121,0.999497490564906,1238.7208129520557
586,Gene_1716,-0.17887752,-0.06698523,0.8580338729094614,0.999497490564906,425.5234741378864
587,Gene_0797,-0.17908289,-0.3396423,0.8578726147867519,0.999497490564906,687.9546234577136
588,Gene_0924,-0.17928827,0.0052840295,0.8577113625947337,0.999497490564906,683.8269028409736
589,Gene_1576,-0.18052049,-0.19435331,0.8567439743557267,0.999497490564906,801.918332885857
590,Gene_0669,-0.18123244,-0.06550244,0.8561851369094821,0.999497490564906,737.1945046145802
591,Gene_0560,-0.18242358,-0.0017550656,0.8552503202398266,0.999497490564906,3222.3299867759124
592,Gene_1471,-0.18288909,-0.27917767,0.8548850447143466,0.999497490564906,950.3064177757669
593,Gene_0869,-0.18616132,-0.17638043,0.852318254557644,0.999497490564906,1761.053052453123
594,Gene_1155,-0.18632562,-0.08850631,0.8521894190547377,0.999497490564906,4489.102629034758
595,Gene_0897,-0.18788643,-0.26868135,0.8509656789548492,0.999497490564906,2396.110119301218
596,Gene_0880,-0.1917474,0.04524389,0.8479400800749928,0.999497490564906,3354.4108056790847
597,Gene_1536,-0.19288377,-0.9800966,0.8470499914827551,0.999497490564906,902.9833624480677
598,Gene_0851,-0.19289747,-0.75465494,0.8470392687109111,0.999497490564906,1001.8306431029204
599,Gene_0835,-0.19295223,-0.146884,0.8469963779067456,0.999497490564906,252.29965051907038
600,Gene_0562,-0.19319868,0.015487473,0.8468033748985028,0.999497490564906,886.2285622072145
601,Gene_0064,-0.19362311,-0.06506997,0.846471002375804,0.999497490564906,1429.022178208195
602,Gene_1685,-0.19382848,-0.09841531,0.846310186763501,0.999497490564906,926.2018971698967
603,Gene_1444,-0.19580004,-0.22221905,0.8447666835403076,0.999497490564906,489.0775420974253
604,Gene_0221,-0.1967995,-0.024091475,0.8439844403421353,0.999497490564906,647.147561947974
605,Gene_0937,-0.19963361,0.059069853,0.841767137820833,0.999497490564906,2330.8549017619926
606,Gene_1198,-0.2002908,-0.34321168,0.8412531592171147,0.999497490564906,1071.351906108673
607,Gene_0965,-0.20112596,-0.06628264,0.8406000757159177,0.999497490564906,1853.1358121879734
608,Gene_0331,-0.2012355,-0.1893278,0.8405144335475713,0.999497490564906,2541.9154907315415
609,Gene_0129,-0.20259094,-0.12017706,0.8394547682421889,0.999497490564906,3467.454401715358
610,Gene_1581,-0.20307015,-0.05715133,0.8390802086094173,0.999497490564906,244.59509221343973
611,Gene_0111,-0.20434344,-0.33214027,0.8380851274650791,0.999497490564906,4007.081474599761
612,Gene_1104,-0.2045625,-0.1521454,0.8379139567661765,0.999497490564906,3158.1069279799935
613,Gene_0420,-0.20671204,0.006960678,0.8362347524093501,0.999497490564906,454.70720814691595
614,Gene_0093,-0.20728707,-0.09660371,0.8357856646688522,0.999497490564906,4374.214189328547
615,Gene_0752,-0.20736922,0.048758157,0.8357215136435918,0.999497490564906,4608.318382632475
616,Gene_0644,-0.20809487,0.03085161,0.8351548937618029,0.999497490564906,352.33590128157556
617,Gene_0329,-0.20834132,-0.11121394,0.8349624762687167,0.999497490564906,1420.5443583286585
618,Gene_0544,-0.21180522,0.028380835,0.8322589919529455,0.999497490564906,4040.6963349756534
619,Gene_1776,-0.21218859,-0.009372041,0.8319599134034159,0.999497490564906,3753.885467399109
620,Gene_0004,-0.2146941,-0.00945467,0.8300058224365698,0.999497490564906,963.3790458140678
621,Gene_0774,-0.2183497,-0.25401917,0.827156660001507,0.999497490564906,1086.279150516716
622,Gene_1711,-0.21858245,-0.07744331,0.826975329250717,0.999497490564906,1883.8369088173408
623,Gene_0202,-0.21886997,-0.01875268,0.826751345178311,0.999497490564906,2448.3887766955554
624,Gene_1688,-0.22121118,-0.89338136,0.8249280011035692,0.999497490564906,3110.361119074965
625,Gene_0203,-0.2226214,-0.7412912,0.8238301845054248,0.999497490564906,1876.1225158703735
626,Gene_1165,-0.22389469,-0.024621163,0.8228392480227699,0.999497490564906,2339.5468448590823
627,Gene_0980,-0.22401792,-0.04574854,0.8227433659094968,0.999497490564906,3749.9811437620947
628,Gene_1113,-0.22475724,-0.5310503,0.8221681288587565,0.999497490564906,231.5818543084596
629,Gene_1222,-0.22557873,0.0005070572,0.821529088692486,0.999497490564906,1299.5628745029028
630,Gene_1627,-0.22657819,-0.13477066,0.8207517495342267,0.999497490564906,3581.0804501285347
631,Gene_1002,-0.22681095,0.040838026,0.8205707505872727,0.999497490564906,4481.273846551637
632,Gene_0684,-0.22682464,-0.0153776575,0.820560103887858,0.999497490564906,2582.8033384725472
633,Gene_0019,-0.22791995,-0.051376365,0.8197084752224255,0.999497490564906,2683.9617520633124
634,Gene_0637,-0.22796102,-0.3765334,0.8196765432766993,0.999497490564906,580.5014561318915
635,Gene_0318,-0.22952184,-0.13907345,0.8184633513546984,0.999497490564906,2264.6912157761003
636,Gene_0005,-0.234793,-0.20238613,0.8143693962884999,0.999497490564906,2686.4554689523648
637,Gene_1071,-0.23536804,-0.35789657,0.8139230874102565,0.999497490564906,1250.2289929919118
638,Gene_0885,-0.23597047,-0.029601641,0.8134555905152658,0.999497490564906,1382.7539931994359
639,Gene_1218,-0.23651811,0.053320985,0.8130306509982793,0.999497490564906,1917.5566073678822
640,Gene_1269,-0.23660026,0.057041965,0.8129669148148964,0.999497490564906,149.35242899974554
641,Gene_1834,-0.23680563,-0.23367961,0.8128075797769955,0.999497490564906,1644.2918696367326
642,Gene_0213,-0.24010526,-0.0050979527,0.81024866356748,0.999497490564906,1096.667634632896
643,Gene_1060,-0.24157022,0.014851539,0.8091131952858055,0.999497490564906,1671.1118932806776
644,Gene_0356,-0.24189882,-0.05591693,0.8088585658940732,0.999497490564906,642.8225525052935
645,Gene_0271,-0.24422635,-0.017840529,0.8070555219409512,0.999497490564906,4458.11003966248
646,Gene_0434,-0.24489723,-0.05509277,0.8065360108640696,0.999497490564906,2988.282645092541
647,Gene_1534,-0.24541749,-0.1538629,0.8061331834693723,0.999497490564906,3411.5564797652237
648,Gene_0604,-0.24580085,0.027067756,0.8058363961883301,0.999497490564906,3956.3976311063248
649,Gene_0499,-0.24659495,-0.018534502,0.8052217115409254,0.999497490564906,2517.2888846988335
650,Gene_0128,-0.24890879,-0.049223285,0.803431335247877,0.999497490564906,480.25542603274727
651,Gene_0589,-0.24931954,0.00848654,0.8031136244500662,0.999497490564906,2708.6773820018116
652,Gene_0743,-0.25293404,-0.6073574,0.8003191779145048,0.999497490564906,2954.8635342033517
653,Gene_0214,-0.25322157,-0.06303298,0.8000970015876259,0.999497490564906,3739.9253972124334
654,Gene_0690,-0.2537829,-0.4853579,0.7996632753928576,0.999497490564906,2186.714753836913
655,Gene_0518,-0.25817785,-0.16619147,0.7962696621683039,0.999497490564906,681.5224988380406
656,Gene_0056,-0.2595333,-0.079577126,0.7952238074270004,0.999497490564906,1454.6907337036862
657,Gene_1631,-0.26019046,-0.07074683,0.7947168586416835,0.999497490564906,1847.2573671732437
658,Gene_1477,-0.26086134,-0.4556796,0.7941994378296875,0.999497490564906,3247.290344591426
659,Gene_1746,-0.26180604,0.012281203,0.7934709784202943,0.999497490564906,2875.352608111114
660,Gene_1052,-0.26277813,-0.018676566,0.7927215923065425,0.999497490564906,1812.6787931943388
661,Gene_0068,-0.26510566,-0.12272645,0.7909280665632626,0.999497490564906,4933.25048152525
662,Gene_1312,-0.26703614,-0.23355994,0.7894413341648803,0.999497490564906,3048.5853558165913
663,Gene_0629,-0.26732367,-0.21255544,0.7892199713679722,0.999497490564906,1224.2726190931726
664,Gene_1549,-0.2675564,-0.09623638,0.7890407853736005,0.999497490564906,553.8232394709985
665,Gene_1813,-0.26863804,0.004558206,0.7882082440714331,0.999497490564906,806.6527389624436
666,Gene_0958,-0.26971966,-0.07613921,0.7873759446401504,0.999497490564906,1267.4907555033153
667,Gene_0613,-0.27086973,0.037754092,0.7864912343590105,0.999497490564906,845.3727976348006
668,Gene_1272,-0.2712394,0.035246104,0.7862069216669383,0.999497490564906,973.5067690539636
669,Gene_1095,-0.27310142,0.05188045,0.7847752622603734,0.999497490564906,1461.2210850345432
670,Gene_0569,-0.27345738,0.05028131,0.7845016454010942,0.999497490564906,908.1992967090364
671,Gene_1281,-0.27488127,0.03516313,0.7834074446213941,0.999497490564906,4488.988851900805
672,Gene_1775,-0.27492237,-0.25877103,0.783375887481485,0.999497490564906,447.15704102512893
673,Gene_0299,-0.27670223,-0.010625863,0.7820087543764802,0.999497490564906,2646.331378372761
674,Gene_0943,-0.27698976,-0.010060811,0.7817879728449351,0.999497490564906,2081.4642935988245
675,Gene_1814,-0.2778523,0.04125677,0.7811257338112733,0.999497490564906,4912.774153697602
676,Gene_1192,-0.2780577,0.0353934,0.7809680812243008,0.999497490564906,604.5925657318592
677,Gene_1818,-0.27811244,0.0083826855,0.7809260420546037,0.999497490564906,2019.3852152764211
678,Gene_0369,-0.27824935,-0.14307375,0.7808209469318899,0.999497490564906,4848.878644713076
679,Gene_1726,-0.27826306,0.027298234,0.7808104376397886,0.999497490564906,4334.260273175202
680,Gene_0687,-0.27842733,-0.21740262,0.7806843292580725,0.999497490564906,4094.5067511989355
681,Gene_1209,-0.2785369,-0.08101346,0.780600260208202,0.999497490564906,1326.6189938724522
682,Gene_1861,-0.28078225,-0.046985045,0.7788774112291741,0.999497490564906,895.8935575808258
683,Gene_1040,-0.2815079,-0.07983557,0.7783208686385035,0.999497490564906,3359.7839386259334
684,Gene_1633,-0.28283596,0.030319126,0.7773025852898283,0.999497490564906,4650.41114618155
685,Gene_1169,-0.28334254,-0.10931643,0.776914268596726,0.999497490564906,2805.9763204189526
686,Gene_0848,-0.28464323,0.03672932,0.7759174947265197,0.999497490564906,2879.482812876004
687,Gene_1320,-0.28528672,-0.045156766,0.7754244902988466,0.999497490564906,1435.8965136184067
688,Gene_0671,-0.28573853,-0.00858748,0.7750783923200502,0.999497490564906,3858.9900193000876
689,Gene_1260,-0.28866848,0.03346076,0.7728350865522132,0.999497490564906,975.8665553597407
690,Gene_1351,-0.2895584,-0.17965037,0.7721540833335527,0.999497490564906,1652.2122202010062
691,Gene_0232,-0.28999653,0.004099322,0.7718188846344353,0.999497490564906,2155.910371151263
692,Gene_1466,-0.29018822,0.042430796,0.7716722485913063,0.999497490564906,2562.671374488052
693,Gene_0657,-0.29091385,-0.18127859,0.7711172003530206,0.999497490564906,1249.928175454647
694,Gene_1542,-0.2909823,-0.15653291,0.7710648433551699,0.999497490564906,618.4422824590575
695,Gene_1476,-0.29248837,0.055323236,0.7699132536602604,0.999497490564906,3072.5692100860815
696,Gene_0361,-0.293214,-0.020588137,0.7693585777097244,0.999497490564906,1478.721238539266
697,Gene_1836,-0.29361105,0.023618694,0.7690551257068605,0.999497490564906,2927.1291960419308
698,Gene_0059,-0.29547307,0.033904325,0.7676325130997609,0.999497490564906,814.0954406073014
699,Gene_0171,-0.29593858,-0.22786465,0.7672769820338595,0.999497490564906,2431.6435041813465
700,Gene_0641,-0.29921082,-0.11057953,0.7647791938848361,0.999497490564906,2686.31769113035
701,Gene_1429,-0.3002377,-0.19099107,0.7639958718870835,0.999497490564906,306.5265072710132
702,Gene_0768,-0.3011824,-0.067934565,0.7632754288893955,0.999497490564906,1716.191177059907
703,Gene_0625,-0.30167526,-0.06598391,0.7628996269121661,0.999497490564906,715.3526508479225
704,Gene_0732,-0.30893168,-0.050624717,0.7573734970927517,0.999497490564906,363.70610384020034
705,Gene_0424,-0.3095067,-0.66075796,0.7569361030733975,0.999497490564906,4950.303150330229
706,Gene_0838,-0.3122587,-0.045803804,0.7548439401893309,0.999497490564906,1645.6515326248787
707,Gene_1884,-0.3135046,0.014146165,0.7538973321835728,0.999497490564906,4058.8785069804426
708,Gene_1332,-0.31454512,-0.080068596,0.7531070417006676,0.999497490564906,1310.471241080631
709,Gene_0290,-0.315572,-0.27014908,0.7523274033094108,0.999497490564906,3423.43847500845
710,Gene_0817,-0.31766677,-0.016562998,0.7507377250403928,0.999497490564906,3813.1279064539485
711,Gene_1296,-0.31773522,-0.0062202793,0.7506857925798949,0.999497490564906,2998.411766008829
712,Gene_1481,-0.31818703,-0.10980905,0.7503430666806457,0.999497490564906,2384.302133323284
713,Gene_1423,-0.3184061,-0.33006024,0.7501769142781968,0.999497490564906,2088.6125250289792
714,Gene_0186,-0.31892636,-0.48323154,0.7497823487813549,0.999497490564906,1776.8979193878267
715,Gene_0422,-0.32035026,-0.041412357,0.7487028203558797,0.999497490564906,4651.169264026738
716,Gene_0995,-0.32354036,-0.034103103,0.746286051442105,0.999497490564906,4161.566068549259
717,Gene_1756,-0.32367727,-0.01912407,0.7461823830936094,0.999497490564906,4826.883207799237
718,Gene_0054,-0.3253476,-0.1678005,0.7449179996770798,0.999497490564906,665.2712562534464
719,Gene_0200,-0.32671675,-0.02113652,0.7438821319784421,0.999497490564906,3667.794002258039
720,Gene_0042,-0.32688105,-0.059789762,0.7437578589514995,0.999497490564906,4694.785261264137
721,Gene_0857,-0.3269358,0.029664295,0.7437164360921359,0.999497490564906,947.1036775200178
722,Gene_0636,-0.32892105,-0.391143,0.7422153590565557,0.999497490564906,379.1565234655486
723,Gene_1504,-0.3290032,0.04102029,0.742153266599733,0.999497490564906,3718.5472139857925
724,Gene_0909,-0.32955086,-0.06466048,0.7417393597916653,0.999497490564906,2893.641910240564
725,Gene_0781,-0.33064616,-1.2271291,0.7409117703714722,0.999497490564906,4217.052444953447
726,Gene_0079,-0.330742,-1.3138905,0.7408393705419112,0.999497490564906,741.873264300133
727,Gene_1725,-0.3320016,-0.042005714,0.7398880434330557,0.999497490564906,3986.5731937064565
728,Gene_0182,-0.3328231,-0.03431019,0.739267826916364,0.999497490564906,1048.0552342363353
729,Gene_1398,-0.33426067,-0.04113457,0.7381828562129784,0.999497490564906,860.0969171852373
730,Gene_0320,-0.33591732,-0.11897056,0.736933203193294,0.999497490564906,863.1156997584151
731,Gene_1115,-0.3361638,-0.023907615,0.7367473637277172,0.999497490564906,4082.1448651453416
732,Gene_0397,-0.3373686,-0.24712355,0.7358390370331889,0.999497490564906,3342.7262424461906
733,Gene_0796,-0.33761507,-0.067337595,0.7356532883731925,0.999497490564906,2639.173852607141
734,Gene_1893,-0.3394497,-0.116946325,0.734270979227676,0.999497490564906,1826.2108964113374
735,Gene_1154,-0.34002474,-0.038516607,0.7338378950992633,0.999497490564906,4392.142677024886
736,Gene_1843,-0.34125698,-0.0442391,0.7329101429611015,0.999497490564906,1992.603281742045
737,Gene_0612,-0.34138018,0.005025196,0.732817389179045,0.999497490564906,4092.1672253843067
738,Gene_1809,-0.34284517,-0.030009525,0.7317149490507724,0.999497490564906,2223.717797422581
739,Gene_1234,-0.34383094,-0.119634174,0.7309734316259202,0.999497490564906,1915.8749256532926
740,Gene_1825,-0.34385833,0.013629116,0.7309528375037924,0.999497490564906,2340.264939064552
741,Gene_1136,-0.3450358,-0.21413885,0.7300674738701232,0.999497490564906,1541.8204771125033
742,Gene_1446,-0.34574774,-0.4041831,0.7295323121112378,0.999497490564906,3750.666431872443
743,Gene_0928,-0.3465966,-0.013915581,0.7288944067969028,0.999497490564906,2538.465930957772
744,Gene_0034,-0.3473496,-0.22169426,0.7283286801063409,0.999497490564906,1199.4528409767456
745,Gene_1734,-0.3476919,-0.5307504,0.7280715805039815,0.999497490564906,4502.894137709114
746,Gene_1794,-0.34836277,-0.4282835,0.7275677540591411,0.999497490564906,1950.2615457973966
747,Gene_1607,-0.3494581,-0.08472268,0.7267454333860217,0.999497490564906,2740.5866625142435
748,Gene_0212,-0.3503891,0.024207378,0.7260467082085795,0.999497490564906,4537.036949274508
749,Gene_1898,-0.35255232,-0.22515862,0.7244240805645671,0.999497490564906,3139.978079774261
750,Gene_1223,-0.3527303,-0.09615871,0.7242906282138943,0.999497490564906,628.6453015064021
751,Gene_1550,-0.35282615,-0.13699657,0.7242187727258194,0.999497490564906,4702.169011886702
752,Gene_1237,-0.35612577,-0.039637115,0.7217463766821228,0.999497490564906,3157.1548627035186
753,Gene_0692,-0.35681033,0.023438932,0.7212337943550767,0.999497490564906,1707.7827925525762
754,Gene_1372,-0.35683772,-0.17956097,0.7212132936645201,0.999497490564906,739.396759683767
755,Gene_1119,-0.3580973,-0.40125352,0.7202704786568686,0.999497490564906,3980.424686887965
756,Gene_1433,-0.35879558,-0.061765485,0.7197480142977566,0.999497490564906,3119.360141846142
757,Gene_0414,-0.35900095,-0.1266714,0.7195943732073793,0.999497490564906,2690.6324052827918
758,Gene_0002,-0.35978135,-0.68092406,0.7190106404165278,0.999497490564906,4474.76828610224
759,Gene_0814,-0.36121896,-0.00059453596,0.7179357723780418,0.999497490564906,3953.556195561427
760,Gene_0092,-0.3614791,-0.050342858,0.7177413320141302,0.999497490564906,800.7906546771184
761,Gene_0497,-0.36364233,-0.035706233,0.7161251161401427,0.999497490564906,1593.0242355879636
762,Gene_0800,-0.36509362,0.033087287,0.715041531326003,0.999497490564906,1280.0212420816054
763,Gene_1249,-0.3656002,-0.35574985,0.7146634339349556,0.999497490564906,3732.5341482347512
764,Gene_0981,-0.36610678,-0.10052381,0.7142854065632374,0.999497490564906,215.98555194210795
765,Gene_0870,-0.3662437,0.031734336,0.7141832490336182,0.999497490564906,2870.953940113017
766,Gene_1678,-0.3688861,0.041742615,0.7122126141500356,0.999497490564906,3824.170494416418
767,Gene_1053,-0.36925578,-0.14230722,0.711937082290421,0.999497490564906,4389.98990197066
768,Gene_0585,-0.36935163,-0.092715815,0.7118656542423043,0.999497490564906,1743.304656143742
769,Gene_0476,-0.36948854,-0.11431381,0.7117636185597036,0.999497490564906,4115.223658126464
770,Gene_0527,-0.3708303,-0.08589614,0.710763942280909,0.999497490564906,597.6270979282758
771,Gene_0584,-0.37202144,-0.032712363,0.7098768912002675,0.999497490564906,4239.938844085865
772,Gene_0094,-0.3720762,-0.018345142,0.709836116683964,0.999497490564906,681.068878543313
773,Gene_1251,-0.37230894,0.029698718,0.7096628342601181,0.999497490564906,2016.572088273818
774,Gene_0040,-0.37403408,0.006698241,0.7083789743179092,0.999497490564906,3996.61206060879
775,Gene_0446,-0.37470493,-0.021563092,0.7078799189206154,0.999497490564906,792.0912653764302
776,Gene_0308,-0.3752115,-0.07306974,0.7075031642809089,0.999497490564906,1184.7944064015753
777,Gene_1552,-0.37530735,-0.15530583,0.7074318944284499,0.999497490564906,3625.150213545678
778,Gene_1674,-0.37544426,-0.070135824,0.7073300848004966,0.999497490564906,3614.1808559030683
779,Gene_1404,-0.376033,0.020816868,0.7068923630534585,0.999497490564906,3223.6807827822217
780,Gene_1874,-0.37705985,-0.10444359,0.7061291268493908,0.999497490564906,3485.044800112145
781,Gene_1486,-0.3802773,-0.027023366,0.7037395698266451,0.999497490564906,2736.485994570601
782,Gene_1779,-0.38068807,-0.060907442,0.7034347298650412,0.999497490564906,1296.4053415894161
783,Gene_0826,-0.38276914,-0.21411602,0.7018909408246689,0.999497490564906,1761.1951678444013
784,Gene_1650,-0.3829745,-0.20570228,0.701738659768683,0.999497490564906,948.9086981670571
785,Gene_0891,-0.38320726,-0.02793992,0.7015660890506635,0.999497490564906,4546.83027860146
786,Gene_0952,-0.38450795,-0.036168773,0.7006020068266297,0.999497490564906,2937.789384092296
