,gene,scores,log2FoldChange,pvalue,padj,baseMean
510,Gene_1354,-0.033283677,-0.0006811417,0.9734483694323509,0.9996176558539591,913.3258722019226
511,Gene_0756,-0.033365827,-0.08897783,0.9733828611039922,0.9996176558539591,2384.664979215447
512,Gene_1840,-0.03410516,-0.12725154,0.9727932942816886,0.9996176558539591,502.53885949483396
513,Gene_0521,-0.03411885,0.03674989,0.9727823765167738,0.9996176558539591,3147.1254656936953
514,Gene_1715,-0.03774706,0.0630412,0.9698893549051749,0.9996176558539591,2775.1318189513167
515,Gene_1147,-0.038048267,-0.04602868,0.9696491968142207,0.9996176558539591,2066.45934485352
516,Gene_1080,-0.038075652,0.03804237,0.9696273643966493,0.9996176558539591,2630.816256295019
517,Gene_0767,-0.03949955,0.051612537,0.9684921104329619,0.9996176558539591,4488.044559421601
518,Gene_1173,-0.04051271,0.07550554,0.9676843723179733,0.9996176558539591,1021.6567964397818
519,Gene_0658,-0.044181995,0.051594764,0.9647593340079218,0.9996176558539591,161.69433294146882
520,Gene_1872,-0.044592734,-0.064761356,0.964431933131701,0.9996176558539591,4315.24117926055
521,Gene_1755,-0.044962402,-0.07798777,0.9641372774686536,0.9996176558539591,2906.729557820137
522,Gene_1621,-0.045674354,0.058424544,0.9635698063217898,0.9996176558539591,4458.75935453612
523,Gene_0875,-0.04583865,0.037094057,0.9634388540517876,0.9996176558539591,3004.878855895204
524,Gene_0414,-0.046016637,0.004202074,0.9632969902056434,0.9996176558539591,4060.297395300527
525,Gene_0102,-0.04727624,-0.014836295,0.9622930641461067,0.9996176558539591,2176.883148607982
526,Gene_0697,-0.04887813,-0.032723945,0.9610164186560287,0.9996176558539591,3761.8066598769306
527,Gene_0437,-0.04950793,0.05513865,0.9605145168532385,0.9996176558539591,4569.555261104787
528,Gene_0449,-0.04978176,0.07029896,0.9602963035475592,0.9996176558539591,2882.008670424921
529,Gene_0541,-0.050192498,-0.011053282,0.9599689891714678,0.9996176558539591,944.8864952837787
530,Gene_0482,-0.05091814,-0.005665409,0.9593907502991624,0.9996176558539591,1380.548194399481
531,Gene_0585,-0.051096126,0.010376302,0.9592489213741374,0.9996176558539591,1033.2906556421585
532,Gene_1158,-0.051205657,-0.07679825,0.9591616426764857,0.9996176558539591,1271.942286598878
533,Gene_0996,-0.05273909,-0.047233883,0.9579397927830289,0.9996176558539591,1566.75647428763
534,Gene_1086,-0.055518433,-0.25642672,0.9557254436762007,0.9996176558539591,2797.912244428283
535,Gene_0237,-0.056052398,0.0129365735,0.9553000654514997,0.9996176558539591,2960.558565845972
536,Gene_0065,-0.056339916,-0.14413573,0.9550710209038286,0.9996176558539591,2161.1737488472127
537,Gene_0336,-0.05640837,-0.3095741,0.955016487033866,0.9996176558539591,3096.332860113135
538,Gene_0162,-0.057120323,-0.1405752,0.9544493473169926,0.9996176558539591,453.7958817762613
539,Gene_1331,-0.057613213,0.07457237,0.9540567256216309,0.9996176558539591,484.5517734378918
540,Gene_1832,-0.05781858,-0.14667888,0.9538931365336353,0.9996176558539591,900.5558287704093
541,Gene_0659,-0.05792811,-0.061458725,0.9538058898138593,0.9996176558539591,2614.4836152997063
542,Gene_1377,-0.059447855,-0.050164547,0.9525953991648887,0.9996176558539591,1109.273659556652
543,Gene_1011,-0.059653223,0.07734157,0.9524318276733752,0.9996176558539591,1452.2577972882577
544,Gene_0566,-0.061282493,-0.10541373,0.9511342320796873,0.9996176558539591,2031.5485390563206
545,Gene_0574,-0.06163847,0.011110034,0.9508507409247899,0.9996176558539591,4068.7373138513803
546,Gene_1680,-0.061789073,0.02944367,0.9507308042296941,0.9996176558539591,118.61757276865758
547,Gene_1136,-0.062090285,-0.037781734,0.9504909341904946,0.9996176558539591,3264.425160171281
548,Gene_1360,-0.062706396,-0.07526175,0.9500003049246045,0.9996176558539591,3360.938828651392
549,Gene_0019,-0.064061835,-0.0018363983,0.9489209875211835,0.9996176558539591,4003.346112765351
550,Gene_0797,-0.06647152,-0.13514362,0.9470024336863613,0.9996176558539591,4667.1270483485505
551,Gene_1118,-0.06722454,-0.067613184,0.9464029481081058,0.9996176558539591,149.68235229898465
552,Gene_0826,-0.067457296,-0.040456705,0.9462176586894361,0.9996176558539591,811.2293422904202
553,Gene_1607,-0.06848414,0.0044451593,0.9454002402364542,0.9996176558539591,4436.547905577166
554,Gene_0329,-0.069798514,-0.024659876,0.944354028610213,0.9996176558539591,2319.666882825726
555,Gene_1339,-0.069880664,-0.07428772,0.9442886435516198,0.9996176558539591,2844.7236627206444
556,Gene_0565,-0.07135933,0.11405306,0.9431117771065628,0.9996176558539591,3331.9846584295797
557,Gene_0275,-0.07175638,-0.04154258,0.9427957877137851,0.9996176558539591,3411.379692253405
558,Gene_1808,-0.07239987,-0.08717282,0.9422836861141645,0.9996176558539591,4662.114996416715
559,Gene_1502,-0.07272846,-0.1154334,0.9420221966135067,0.9996176558539591,4984.899616187765
560,Gene_0502,-0.07290645,-0.017085895,0.9418805590747035,0.9996176558539591,3614.779431608154
561,Gene_0518,-0.073139206,-0.036994893,0.9416953435286431,0.9996176558539591,1471.7449855654966
562,Gene_0212,-0.07363209,0.07025943,0.9413031327926132,0.9996176558539591,4404.774391357001
563,Gene_0698,-0.0756858,0.047479875,0.9396690756824941,0.9996176558539591,293.64352697677
564,Gene_1856,-0.07736983,0.05937467,0.9383293380591359,0.9996176558539591,1193.8502217287562
565,Gene_0543,-0.078903265,-0.008510607,0.9371095661025527,0.9996176558539591,4492.059301445389
566,Gene_0304,-0.0789991,-0.042709522,0.9370333352256315,0.9996176558539591,1318.147996474807
567,Gene_1054,-0.079806894,-0.12244888,0.9363908408361526,0.9996176558539591,1142.222745127655
568,Gene_1879,-0.08102542,-0.017542413,0.935421732880932,0.9996176558539591,733.7202010442238
569,Gene_0012,-0.0812308,0.03492234,0.9352584094620413,0.9996176558539591,4302.603200352237
570,Gene_0772,-0.08218919,-0.42254448,0.9344962696430981,0.9996176558539591,2525.288382995879
571,Gene_0883,-0.08299698,-0.5179171,0.9338539412467081,0.9996176558539591,3390.721355118066
572,Gene_0948,-0.08321604,0.020917041,0.9336797579002194,0.9996176558539591,1233.378601171397
573,Gene_1536,-0.08350356,-0.369335,0.9334511470779343,0.9996176558539591,3802.3000840055215
574,Gene_1685,-0.083654165,-0.04423126,0.9333314007412515,0.9996176558539591,3812.0274475623874
575,Gene_0203,-0.08577632,-0.260606,0.9316442276504908,0.9996176558539591,1597.3602232960857
576,Gene_1090,-0.08639243,-0.25086156,0.9311544603900641,0.9996176558539591,2082.8790334009
577,Gene_1674,-0.08687163,0.0067810253,0.9307735483117023,0.9996176558539591,1087.9668732794942
578,Gene_0707,-0.087925866,-0.118008986,0.9299355976764984,0.9996176558539591,4883.977065448376
579,Gene_0132,-0.088295534,0.04465726,0.929641789175394,0.9996176558539591,3245.7327564391376
580,Gene_1020,-0.08892533,0.027379027,0.9291412486520245,0.9996176558539591,4675.9922095418015
581,Gene_1701,-0.089609906,-0.09940908,0.9285972146667538,0.9996176558539591,1551.7584409642093
582,Gene_0038,-0.0899385,0.009472669,0.9283360901920653,0.9996176558539591,3920.360019334604
583,Gene_0343,-0.09004802,-0.07560444,0.9282490504139941,0.9996176558539591,3841.000287229473
584,Gene_1726,-0.0905683,0.052906875,0.9278356232093448,0.9996176558539591,3473.695476739381
585,Gene_0249,-0.090773664,0.06676683,0.9276724336164476,0.9996176558539591,4829.912927570662
586,Gene_1068,-0.09148562,-0.030703686,0.9271067332911431,0.9996176558539591,1998.098913726262
587,Gene_1798,-0.09154038,-0.16241854,0.9270632194039917,0.9996176558539591,697.0507517692986
588,Gene_1762,-0.091951124,0.054124177,0.926736872212675,0.9996176558539591,3374.9588532581006
589,Gene_0257,-0.092033274,-0.15469866,0.9266716042516967,0.9996176558539591,3660.0835123621705
590,Gene_1671,-0.09290952,-0.0827866,0.9259754434588767,0.9996176558539591,2896.5498386211325
591,Gene_1734,-0.099344455,-0.15180568,0.9208647832604968,0.9996176558539591,1073.7485710103115
592,Gene_1433,-0.10112433,0.01497482,0.9194517641056614,0.9996176558539591,2547.056911263309
593,Gene_1606,-0.10143923,0.05166902,0.9192017947587635,0.9996176558539591,1595.3391960171905
594,Gene_0010,-0.102178566,-0.0095977755,0.9186149416289121,0.9996176558539591,2165.9593144251107
595,Gene_0730,-0.10568355,0.022046823,0.915833431721418,0.9996176558539591,3243.831950431086
596,Gene_0670,-0.105806775,-0.0080171665,0.9157356628104492,0.9996176558539591,3738.812976319631
597,Gene_1174,-0.10647765,-0.01917685,0.9152033878063665,0.9996176558539591,1199.5122199616485
598,Gene_0546,-0.10717591,-0.07677741,0.9146494276756272,0.9996176558539591,2056.3605352024188
599,Gene_0905,-0.10838075,0.015996985,0.9136936725300242,0.9996176558539591,1382.3497764085644
600,Gene_1604,-0.109270684,-0.03170249,0.9129877970805879,0.9996176558539591,1033.226488616252
601,Gene_1469,-0.10995525,-0.013908259,0.91244486264367,0.9996176558539591,3927.7667389794
602,Gene_0919,-0.11021539,0.0017871258,0.912238558259117,0.9996176558539591,4550.800837463113
603,Gene_1135,-0.110311225,-0.44318214,0.912162552870869,0.9996176558539591,1882.6493191386548
604,Gene_1287,-0.11135177,0.06393034,0.9113374033801687,0.9996176558539591,3768.830675650146
605,Gene_0470,-0.11176251,0.035078377,0.9110117127438293,0.9996176558539591,4490.126682353834
606,Gene_1605,-0.112077415,-0.46568692,0.9107620267113332,0.9996176558539591,4238.314842124646
607,Gene_1437,-0.11226909,-0.23613553,0.9106100482218084,0.9996176558539591,954.9262732691683
608,Gene_1113,-0.112981044,-0.2536392,0.9100455853663807,0.9996176558539591,4783.644813491139
609,Gene_0598,-0.11341917,0.02871354,0.9096982461577762,0.9996176558539591,1914.5483801258392
610,Gene_0200,-0.114446014,0.032279268,0.9088842376333436,0.9996176558539591,1729.2412728104898
611,Gene_1460,-0.11507582,-0.25348276,0.9083850263439622,0.9996176558539591,359.03507002501266
612,Gene_1620,-0.117280126,0.05005315,0.9066380730229375,0.9996176558539591,2456.5595878191707
613,Gene_1408,-0.11771825,-0.10454646,0.9062909060164138,0.9996176558539591,589.6173974225972
614,Gene_0358,-0.118690334,0.0042420058,0.9055206932501725,0.9996176558539591,1280.2721135907586
615,Gene_0090,-0.121524446,-0.033754606,0.9032756531625323,0.9996176558539591,1618.865977748043
616,Gene_0564,-0.12264714,0.04510211,0.9023865264039018,0.9996176558539591,4053.690301283836
617,Gene_1471,-0.1260289,-0.1713294,0.8997090473435456,0.9996176558539591,4383.668819459688
618,Gene_1765,-0.12687777,0.006738455,0.899037145530378,0.9996176558539591,1547.2082714342748
619,Gene_1417,-0.1277677,0.04635489,0.8983328100453718,0.9996176558539591,4300.555700160641
620,Gene_0372,-0.127932,-0.09468771,0.8982027876195126,0.9996176558539591,4293.293139980466
621,Gene_0867,-0.1288767,0.026693393,0.8974552118118313,0.9996176558539591,3835.022204405124
622,Gene_1888,-0.1295065,0.051039476,0.8969568784617674,0.9996176558539591,776.1408143751486
623,Gene_0159,-0.12958865,-0.09561029,0.8968918814518816,0.9996176558539591,3467.0980921586083
624,Gene_1851,-0.12976664,0.028323576,0.896751056971373,0.9996176558539591,4727.8691196738155
625,Gene_0530,-0.13042383,-0.007682979,0.8962311178688831,0.9996176558539591,3428.5753698974277
626,Gene_1771,-0.13169712,-0.029615164,0.8952238628682984,0.9996176558539591,1691.503403083778
627,Gene_0210,-0.13208048,-0.06759727,0.8949206363042949,0.9996176558539591,2527.867621282615
628,Gene_0719,-0.13249122,-0.10346506,0.8945957677385282,0.9996176558539591,3246.3389645877155
629,Gene_0657,-0.13324425,-0.07999709,0.8940002213223381,0.9996176558539591,2577.3235232060924
630,Gene_1509,-0.133477,0.053638816,0.8938161554123353,0.9996176558539591,643.7670615683006
631,Nfatc1,-0.13373713,0.024035666,0.8936104414568519,0.9996176558539591,1594.7170210275021
632,Gene_0355,-0.13449016,0.008155568,0.8930149940823877,0.9996176558539591,4021.860351240481
633,Gene_1072,-0.13517472,-0.13806622,0.892473730605584,0.9996176558539591,4314.019328172812
634,Gene_0402,-0.13577715,0.060323544,0.891997460167382,0.9996176558539591,729.6351619420726
635,Gene_1711,-0.13606466,-0.030614914,0.891770162998794,0.9996176558539591,4764.314424373687
636,Gene_1733,-0.136626,-0.10726885,0.891326417980522,0.9996176558539591,1677.6719583506163
637,Gene_0774,-0.13724212,-0.15922861,0.8908394199440985,0.9996176558539591,3328.453006717064
638,Gene_1761,-0.13810468,0.03818431,0.8901576919111557,0.9996176558539591,3771.5344724855718
639,Gene_1051,-0.13840589,-0.09835885,0.8899196472580241,0.9996176558539591,4069.133861457523
640,Gene_1338,-0.13844696,0.055577707,0.8898871873919142,0.9996176558539591,4731.4610260183545
641,Gene_0978,-0.13881662,-0.04079474,0.8895950569096976,0.9996176558539591,1598.951762742672
642,Itga6,-0.1393506,-0.003411976,0.8891731171326295,0.9996176558539591,4299.606950030195
643,Gene_0696,-0.13966548,0.0068566995,0.8889242955631178,0.9996176558539591,701.8501720092248
644,Gene_0523,-0.14167811,-0.3172747,0.8873342606880049,0.9996176558539591,3539.952486450284
645,Gene_1768,-0.14619626,-0.0577763,0.88376645529518,0.9996176558539591,3722.78976109423
646,Gene_1201,-0.14714096,0.049763706,0.8830207550431102,0.9996176558539591,3404.730043946536
647,Lyz2,-0.14748324,0.045398433,0.8827505993383412,0.9996176558539591,1298.9579438690073
648,Gene_0111,-0.14766124,-0.22984318,0.8826101237594124,0.9996176558539591,4371.563577725256
649,Gene_0782,-0.1478666,0.0017841923,0.8824480411408163,0.9996176558539591,885.8493936834553
650,Gene_1511,-0.14861964,0.09333401,0.881853780366864,0.9996176558539591,315.49221802811263
651,Gene_0056,-0.14878392,-0.029855499,0.881724132297005,0.9996176558539591,3601.451703528965
652,Gene_0117,-0.14915359,-0.0047196327,0.8814324357322819,0.9996176558539591,2403.6047904020315
653,Gene_0013,-0.14953695,0.0049862782,0.8811299525789751,0.9996176558539591,4253.035198795446
654,Gene_1391,-0.15005723,-0.019443728,0.8807194674710113,0.9996176558539591,1947.8158482383817
655,Gene_0645,-0.15064596,-0.040545974,0.88025500981807,0.9996176558539591,882.9790131131784
656,Gene_0938,-0.15156327,-0.05330978,0.8795314021368569,0.9996176558539591,4190.388852725855
657,Gene_0990,-0.15172757,-0.11754927,0.8794018113661872,0.9996176558539591,2767.102676618355
658,Gene_1234,-0.15180972,-0.05225792,0.8793370171920513,0.9996176558539591,986.5191723322567
659,Gene_1209,-0.15220676,-0.03493148,0.8790238567491441,0.9996176558539591,3615.9007930029065
660,Pecam1,-0.15242583,-0.080056034,0.8788510866716617,0.9996176558539591,2580.0125105230277
661,Gene_0868,-0.15380865,-0.17104982,0.8777606090330479,0.9996176558539591,3041.349262089583
662,Gene_0340,-0.15384974,-0.04371021,0.8777282221445772,0.9996176558539591,2331.4467741225803
663,Gene_0788,-0.15395926,-0.18735132,0.8776418581093587,0.9996176558539591,4152.109469899132
664,Gene_1332,-0.15524624,-0.018125737,0.8766271900581516,0.9996176558539591,4156.335442631097
665,Gene_1271,-0.15661538,-0.19885504,0.8755479785311228,0.9996176558539591,3561.4746680307117
666,Gene_0801,-0.15703982,0.06398617,0.8752134698489189,0.9996176558539591,571.7368181124882
667,Gene_1133,-0.15717673,0.07246829,0.8751055685755638,0.9996176558539591,4202.326616425141
668,Gene_0078,-0.15798452,-0.10936001,0.8744689983920331,0.9996176558539591,3371.5142536379035
669,Gene_1731,-0.1581762,-0.06083154,0.8743179597496186,0.9996176558539591,3500.2696217212824
670,Gene_1650,-0.15955903,-0.07027559,0.8732284598458309,0.9996176558539591,1846.7650599991646
671,Gene_1438,-0.15965486,0.044766378,0.8731529588348832,0.9996176558539591,4402.433802977183
672,Gene_1602,-0.16002452,0.061593268,0.8728617514774558,0.9996176558539591,3640.5894211625446
673,Gene_0950,-0.1600793,0.015004776,0.8728186111108324,0.9996176558539591,607.3228093195127
674,Gene_1564,-0.16280387,0.03583406,0.8706728579008634,0.9996176558539591,2068.501270310505
675,Gene_0170,-0.16332415,-0.17403199,0.8702632238104584,0.9996176558539591,4437.582791702702
676,Gene_0615,-0.1634063,-0.022928193,0.8701985479225234,0.9996176558539591,283.62367340202604
677,Gene_0009,-0.16373488,-0.014858567,0.8699398530567533,0.9996176558539591,4809.012267228145
678,Gene_0676,-0.16374858,-0.012624629,0.8699290744058631,0.9996176558539591,3411.854713181836
679,Gene_1639,-0.16459744,-1.0356257,0.8692608453230987,0.9996176558539591,3175.3110893347143
680,Gene_1388,-0.1648302,-0.026801411,0.8690776375086418,0.9996176558539591,1389.2683196155574
681,Gene_1164,-0.16663745,-0.17053284,0.8676553226210525,0.9996176558539591,1281.5193542589266
682,Gene_0089,-0.16700712,0.055608347,0.8673644471885311,0.9996176558539591,4713.188186468547
683,Gene_0890,-0.16955371,-0.035622317,0.8653611286619465,0.9996176558539591,1526.4486484589077
684,Gene_1773,-0.17071748,0.036985096,0.8644459207850799,0.9996176558539591,3888.751218759047
685,Gene_0638,-0.171936,0.041128207,0.8634878391683491,0.9996176558539591,1995.9529011250418
686,Gene_1052,-0.17238782,0.004093206,0.8631326463555593,0.9996176558539591,739.3076503842847
687,Gene_0815,-0.1724152,0.040644225,0.86311112040682,0.9996176558539591,103.04072359202681
688,Gene_0191,-0.17252474,-0.31113803,0.8630250176282992,0.9996176558539591,2744.0738182254913
689,Gene_1166,-0.17348313,-0.012755477,0.8622716878304995,0.9996176558539591,4880.105151817217
690,Gene_1261,-0.17360635,0.025088873,0.8621748402145175,0.9996176558539591,1877.2241593555623
691,Gene_0126,-0.17515348,-0.06631036,0.8609590413629601,0.9996176558539591,1818.102053265572
692,Gene_0831,-0.17602973,-0.07902318,0.8602705932633521,0.9996176558539591,1753.2535083547384
693,Gene_0692,-0.17616664,0.034793355,0.8601630328263924,0.9996176558539591,2626.691994659049
694,Gene_0926,-0.17722087,-0.15746497,0.8593349045034321,0.9996176558539591,2231.291172950253
695,Gene_0503,-0.17723456,-0.007004652,0.859324150605853,0.9996176558539591,4405.577402298722
696,Gene_0083,-0.17738517,-0.033798624,0.8592058594551937,0.9996176558539591,2552.327919031277
697,Gene_0984,-0.17852154,-0.122909404,0.8583134010185655,0.9996176558539591,2563.4012990334154
698,Gene_0448,-0.18039726,-0.19984537,0.8568407035207317,0.9996176558539591,734.9393938667552
699,Gene_1492,-0.18075323,-0.027944181,0.8565612695823674,0.9996176558539591,4914.56072750641
700,Gene_0786,-0.18106814,0.015895022,0.8563140930075286,0.9996176558539591,1287.365809800707
701,Gene_1749,-0.18162948,0.03516627,0.8558735088645875,0.9996176558539591,413.1521339250332
702,Gene_0987,-0.18314922,-0.077927835,0.854680933695397,0.9996176558539591,3332.5739324272836
703,Gene_0988,-0.18375164,0.015287239,0.8542082929038143,0.9996176558539591,2997.0635322765197
704,Gene_0968,-0.18406655,-0.0989567,0.8539612514825077,0.9996176558539591,2104.9709872640915
705,Gene_0409,-0.18487434,-0.093365416,0.8533276020653042,0.9996176558539591,2139.8515577093563
706,Gene_0432,-0.18523031,0.080513634,0.8530483967418135,0.9996176558539591,3936.0664091798344
707,Gene_0219,-0.18523031,-0.10121232,0.8530483967418135,0.9996176558539591,1018.7775684932628
708,Gene_1309,-0.18735246,-0.103508756,0.8513842866492893,0.9996176558539591,4110.253928777204
709,Gene_0182,-0.18751676,0.010462116,0.8512554798159064,0.9996176558539591,3261.2982137803397
710,Gene_0648,-0.18795489,-0.10272793,0.8509120143363694,0.9996176558539591,2123.900380208646
711,Gene_0632,-0.1898169,0.012148627,0.8494526023414923,0.9996176558539591,2317.2416520901497
712,Gene_1720,-0.19147357,0.05826951,0.8481545882969004,0.9996176558539591,1320.4036755711743
713,Gene_1688,-0.1931576,-0.7154008,0.8468355414287105,0.9996176558539591,3772.9659468500254
714,Gene_0981,-0.19334929,-0.039357502,0.8466854331386533,0.9996176558539591,2588.7299744110755
715,Gene_0220,-0.19362311,0.02372973,0.846471002375804,0.9996176558539591,1638.2299866117257
716,Gene_1156,-0.19451305,-0.15639296,0.8457741809914677,0.9996176558539591,3000.448073016704
717,Gene_0124,-0.19485533,0.01564399,0.8455062048534773,0.9996176558539591,4978.885537654049
718,Gene_0611,-0.1949101,0.05936768,0.8454633303291629,0.9996176558539591,2204.5482842999413
719,Gene_1269,-0.19607386,0.028407708,0.8445523550772195,0.9996176558539591,4607.422433854167
720,Gene_0695,-0.19726501,-0.11827125,0.84362016036252,0.9996176558539591,1757.8333576266023
721,Gene_1426,-0.1982234,-0.10034172,0.8428702775791621,0.9996176558539591,320.92689927868014
722,Gene_0253,-0.19905858,-0.10571705,0.8422169244253448,0.9996176558539591,1060.998426523723
723,Gene_1609,-0.20018126,-0.02064118,0.8413388176256019,0.9996176558539591,2122.540959472037
724,Gene_0438,-0.20335767,0.06648022,0.8388554903189775,0.9996176558539591,1137.1928965431166
725,Gene_1775,-0.20446666,-0.16157903,0.8379888430036047,0.9996176558539591,51.12383918036491
726,Gene_1312,-0.2045625,-0.16903351,0.8379139567661765,0.9996176558539591,4579.25761185026
727,Gene_0087,-0.2047268,0.005893098,0.8377855837752001,0.9996176558539591,4227.203085593099
728,Gene_1081,-0.2074103,-0.099713035,0.8356894385407369,0.9996176558539591,3724.3465458603882
729,Gene_0646,-0.20791689,-0.1059626,0.8352938680890367,0.9996176558539591,880.6822484478417
730,Gene_0225,-0.20813595,-0.17014804,0.8351228234940313,0.9996176558539591,645.799702239431
731,Gene_1657,-0.2088479,-0.02764285,0.8345669824595456,0.9996176558539591,384.6435098882966
732,Gene_1334,-0.20910802,-0.04270478,0.8343639072972548,0.9996176558539591,3633.94448442596
733,Gene_1445,-0.21109328,-0.09998093,0.8328144879435594,0.9996176558539591,4647.5994054050325
734,Gene_1665,-0.21123019,-0.031706847,0.8327076552991062,0.9996176558539591,2181.152313519533
735,Gene_1222,-0.21250348,0.0035186408,0.831714259934796,0.9996176558539591,639.7463263804384
736,Gene_0197,-0.2132839,-0.185426,0.8311055374534643,0.9996176558539591,2586.3444626239275
737,Gene_1186,-0.21410537,0.031177634,0.8304648864045336,0.9996176558539591,1776.7179419202191
738,Gene_0687,-0.21528283,-0.1520841,0.8295468164889994,0.9996176558539591,1905.3833755324886
739,Gene_0498,-0.21717224,0.022828553,0.8280741213098487,0.9996176558539591,3125.586589570751
740,Gene_1130,-0.21724069,-0.15622488,0.8280207741001813,0.9996176558539591,3607.654660647902
741,Gene_0643,-0.21837707,0.019456988,0.8271353264934956,0.9996176558539591,597.4878144221462
742,Gene_1294,-0.22004741,-0.97373194,0.8258342243133078,0.9996176558539591,226.1716424920581
743,Gene_0851,-0.22006111,-0.88736814,0.8258235615122684,0.9996176558539591,4971.934998294289
744,Gene_0141,-0.22011587,-0.83616245,0.8257809106293927,0.9996176558539591,1202.0053271319816
745,Gene_0379,-0.22018433,-0.90487874,0.8257275977488246,0.9996176558539591,316.4610982968724
746,Gene_0861,-0.22048554,-0.008498969,0.8254930306241117,0.9996176558539591,989.8828790248039
747,Gene_0557,-0.22092366,-0.10100498,0.8251518698925825,0.9996176558539591,242.84133942489788
748,Gene_1834,-0.2234018,-0.19370557,0.8232228029151121,0.9996176558539591,1989.4639283549998
749,Gene_0951,-0.22574303,-0.49136844,0.8214012948551808,0.9996176558539591,4021.888833034055
750,Gene_0755,-0.22607161,-0.04589789,0.8211457214027126,0.9996176558539591,1739.160026300717
751,Gene_0768,-0.22661927,-0.025847387,0.8207198078497016,0.9996176558539591,2248.7078640479144
752,Gene_0957,-0.22889203,-0.10719523,0.8189528328006388,0.9996176558539591,3394.1545291588222
753,Gene_1210,-0.22968613,-0.043891624,0.8183356721710717,0.9996176558539591,2569.025646845907
754,Gene_1823,-0.22982304,-0.025049893,0.8182292765317245,0.9996176558539591,4314.156145805555
755,Gene_0642,-0.23031594,-0.30692914,0.8178462799632482,0.9996176558539591,4336.8765914764945
756,Gene_1169,-0.2306856,-0.0832105,0.8175590610627701,0.9996176558539591,99.05794268121053
757,Gene_1562,-0.23120587,-0.3148989,0.8171548685552532,0.9996176558539591,3901.3292170918357
758,Gene_0051,-0.23126064,-0.3065421,0.8171123248018718,0.9996176558539591,2330.6313211962856
759,Cd3d,-0.23282145,-0.06603453,0.8159000548008762,0.9996176558539591,4944.760679453132
760,Gene_0512,-0.23309527,-0.26652706,0.8156874211881833,0.9996176558539591,2441.998775583404
761,Gene_0633,-0.23428643,-0.040697657,0.8147626230902099,0.9996176558539591,4935.134929672073
762,Gene_0345,-0.23477931,-0.013858063,0.8143800234254053,0.9996176558539591,3785.118337968396
763,Gene_0186,-0.23510791,-0.32818496,0.8141249815722802,0.9996176558539591,1280.5941788358664
764,Gene_0258,-0.23554604,-0.087759934,0.8137849564208138,0.9996176558539591,2715.0551474704407
765,Gene_0232,-0.23569663,0.02736645,0.8136680808757432,0.9996176558539591,4961.0714154189845
766,Gene_1404,-0.23613475,0.03070239,0.8133281028882446,0.9996176558539591,4294.776508372022
767,Gene_1482,-0.23614845,-0.08248959,0.8133174791425346,0.9996176558539591,531.9661242665445
768,Gene_0918,-0.23673718,0.061398357,0.8128606905956393,0.9996176558539591,3546.5413842094804
769,Gene_1505,-0.23842122,0.048423085,0.8115544148928838,0.9996176558539591,1760.6189500605246
770,Gene_1397,-0.23961236,0.029742513,0.8106307802031706,0.9996176558539591,84.56219630772318
771,Gene_1794,-0.24173452,-0.28431955,0.8089858780617196,0.9996176558539591,2047.230796683648
772,Fcgr1,-0.24184406,0.045175053,0.8089010027212623,0.9996176558539591,1212.034387538608
773,Gene_0397,-0.24221373,-0.1606618,0.8086145650513421,0.9996176558539591,4103.402889076335
774,Gene_0020,-0.24380192,-0.029488793,0.8073842361917495,0.9996176558539591,1719.7865137865392
775,Gene_0636,-0.24465078,-0.27650684,0.8067268417620709,0.9996176558539591,4146.242285071395
776,Gene_0862,-0.24663603,-0.99677986,0.8051899207779685,0.9996176558539591,52.95979723223678
777,Gene_0444,-0.24790932,-0.019618282,0.8042045671127257,0.9996176558539591,1573.7047926292898
778,Gene_0744,-0.24851175,0.055232543,0.8037384865636061,0.9996176558539591,1243.7678108234215
779,Gene_1449,-0.24979873,-0.19907777,0.8027430029751491,0.9996176558539591,1206.1584372896243
780,Gene_1394,-0.25004518,-0.0053208414,0.8025524149141052,0.9996176558539591,387.5237678390404
781,Gene_0098,-0.25007257,-0.5329911,0.8025312391876239,0.9996176558539591,976.2651385319836
782,Gene_1537,-0.2517429,-0.0061977217,0.8012397946371053,0.9996176558539591,2799.9703709338182
783,Gene_1481,-0.252537,-0.07660031,0.8006260194020491,0.9996176558539591,1492.2373105468353
784,Gene_0209,-0.2528382,0.0245495,0.8003932402816378,0.9996176558539591,2116.1041725292826
785,Gene_1178,-0.2528382,-0.1863675,0.8003932402816378,0.9996176558539591,1915.491057718583
786,Gene_1146,-0.25331742,-0.023793977,0.8000229464056284,0.9996176558539591,4385.729378749478
787,Gene_0578,-0.25468653,-0.20200393,0.7989652118405954,0.9996176558539591,4531.230045102052
788,Gene_1423,-0.2560009,-0.24674116,0.7979501335718784,0.9996176558539591,2490.1370096965074
789,Gene_0754,-0.25819153,-0.14420146,0.796259096145884,0.9996176558539591,1684.2719540622418
790,Gene_0171,-0.2606423,-0.17863652,0.794368381619114,0.9996176558539591,578.6634848117
791,Gene_0393,-0.2620662,-0.0943728,0.7932704197550586,0.9996176558539591,4769.3442529413705
792,Gene_0993,-0.2623537,0.00039538855,0.793048765558577,0.9996176558539591,348.1233772564724
793,Gene_1708,-0.26299718,0.026324853,0.7925527429654148,0.9996176558539591,1523.3688739629881
794,Gene_1697,-0.26354486,-0.026424024,0.7921306621872053,0.9996176558539591,1525.4276957915206
